City,url,latestYear,YearsAvailable,County,summaryURL,Population,Employees,FTemployees,MedianPay,MedianPayBenes,TotalComp,CompCostPerResident,MedianPrivatePay
Monte Sereno,https://transcal.s3.amazonaws.com/public/export/monte sereno-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/monte-sereno/summary/,,,,,,,,
Moorpark,https://transcal.s3.amazonaws.com/public/export/moorpark-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Ventura,https://transparentcalifornia.com/salaries/2016/moorpark/summary/,,,,,,,,
Moraga,https://transcal.s3.amazonaws.com/public/export/moraga-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/moraga/summary/,,,,,,,,
Moreno Valley,https://transcal.s3.amazonaws.com/public/export/moreno valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/moreno-valley/summary/,,,,,,,,
Morgan Hill,https://transcal.s3.amazonaws.com/public/export/morgan hill-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/morgan-hill/summary/,,,,,,,,
Morro Bay,https://transcal.s3.amazonaws.com/public/export/morro bay-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Luis Obispo,https://transparentcalifornia.com/salaries/2016/morro-bay/summary/,,,,,,,,
Mountain View,https://transcal.s3.amazonaws.com/public/export/mountain view-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/mountain-view/summary/,,,,,,,,
Mount Shasta,https://transcal.s3.amazonaws.com/public/export/mount shasta-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Siskiyou,https://transparentcalifornia.com/salaries/2016/mount-shasta/summary/,,,,,,,,
Murrieta,https://transcal.s3.amazonaws.com/public/export/murrieta-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/murrieta/summary/,,,,,,,,
Napa,https://transcal.s3.amazonaws.com/public/export/napa-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Napa,https://transparentcalifornia.com/salaries/2016/napa/summary/,,,,,,,,
National City,https://transcal.s3.amazonaws.com/public/export/national city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/national-city/summary/,,,,,,,,
Needles,https://transcal.s3.amazonaws.com/public/export/needles-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/needles/summary/,,,,,,,,
Nevada City,https://transcal.s3.amazonaws.com/public/export/nevada city-2016.csv,2016,"2016, 2015, 2014, 2013",Nevada,https://transparentcalifornia.com/salaries/2016/nevada-city/summary/,,,,,,,,
Newark,https://transcal.s3.amazonaws.com/public/export/newark-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/newark/summary/,,,,,,,,
Newman,https://transcal.s3.amazonaws.com/public/export/newman-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/newman/summary/,,,,,,,,
Newport Beach,https://transcal.s3.amazonaws.com/public/export/newport beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Orange,https://transparentcalifornia.com/salaries/2016/newport-beach/summary/,,,,,,,,
Norco,https://transcal.s3.amazonaws.com/public/export/norco-2016.csv,2016,"2016, 2015, 2014, 2013",Riverside,https://transparentcalifornia.com/salaries/2016/norco/summary/,,,,,,,,
Norwalk,https://transcal.s3.amazonaws.com/public/export/norwalk-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/norwalk/summary/,,,,,,,,
Novato,https://transcal.s3.amazonaws.com/public/export/novato-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/novato/summary/,,,,,,,,
Oakdale,https://transcal.s3.amazonaws.com/public/export/oakdale-2016.csv,2016,"2016, 2015, 2014, 2013",Stanislaus,https://transparentcalifornia.com/salaries/2016/oakdale/summary/,,,,,,,,
Oakland,https://transcal.s3.amazonaws.com/public/export/oakland-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/oakland/summary/,,,,,,,,
Oakley,https://transcal.s3.amazonaws.com/public/export/oakley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/oakley/summary/,,,,,,,,
Oceanside,https://transcal.s3.amazonaws.com/public/export/oceanside-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/oceanside/summary/,,,,,,,,
Ojai,https://transcal.s3.amazonaws.com/public/export/ojai-2016.csv,2016,"2016, 2015, 2014, 2013, 2011",Ventura,https://transparentcalifornia.com/salaries/2016/ojai/summary/,,,,,,,,
Ontario,https://transcal.s3.amazonaws.com/public/export/ontario-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/ontario/summary/,,,,,,,,
Orange,https://transcal.s3.amazonaws.com/public/export/orange-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/orange/summary/,,,,,,,,
Orange Cove,https://transcal.s3.amazonaws.com/public/export/orange cove-2016.csv,2016,"2016, 2015, 2014, 2013",Fresno,https://transparentcalifornia.com/salaries/2016/orange-cove/summary/,,,,,,,,
Orinda,https://transcal.s3.amazonaws.com/public/export/orinda-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/orinda/summary/,,,,,,,,
Orland,https://transcal.s3.amazonaws.com/public/export/orland-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Glenn,https://transparentcalifornia.com/salaries/2016/orland/summary/,,,,,,,,
Oroville,https://transcal.s3.amazonaws.com/public/export/oroville-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Butte,https://transparentcalifornia.com/salaries/2016/oroville/summary/,,,,,,,,
Oxnard,https://transcal.s3.amazonaws.com/public/export/oxnard-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Ventura,https://transparentcalifornia.com/salaries/2016/oxnard/summary/,,,,,,,,
Pacifica,https://transcal.s3.amazonaws.com/public/export/pacifica-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/pacifica/summary/,,,,,,,,
Pacific Grove,https://transcal.s3.amazonaws.com/public/export/pacific grove-2016.csv,2016,"2016, 2015, 2014, 2013",Monterey,https://transparentcalifornia.com/salaries/2016/pacific-grove/summary/,,,,,,,,
Palmdale,https://transcal.s3.amazonaws.com/public/export/palmdale-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/palmdale/summary/,,,,,,,,
Palm Desert,https://transcal.s3.amazonaws.com/public/export/palm desert-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/palm-desert/summary/,,,,,,,,
Palm Springs,https://transcal.s3.amazonaws.com/public/export/palm springs-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/palm-springs/summary/,,,,,,,,
Palo Alto,https://transcal.s3.amazonaws.com/public/export/palo alto-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/palo-alto/summary/,,,,,,,,
Palos Verdes Estates,https://transcal.s3.amazonaws.com/public/export/palos verdes estates-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/palos-verdes-estates/summary/,,,,,,,,
Paradise,https://transcal.s3.amazonaws.com/public/export/paradise-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Butte,https://transparentcalifornia.com/salaries/2016/paradise/summary/,,,,,,,,
Paramount,https://transcal.s3.amazonaws.com/public/export/paramount-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/paramount/summary/,,,,,,,,
Parlier,https://transcal.s3.amazonaws.com/public/export/parlier-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/parlier/summary/,,,,,,,,
Pasadena,https://transcal.s3.amazonaws.com/public/export/pasadena-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/pasadena/summary/,,,,,,,,
Paso Robles,https://transcal.s3.amazonaws.com/public/export/paso robles-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Luis Obispo,https://transparentcalifornia.com/salaries/2016/paso-robles/summary/,,,,,,,,
Patterson,https://transcal.s3.amazonaws.com/public/export/patterson-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/patterson/summary/,,,,,,,,
Perris,https://transcal.s3.amazonaws.com/public/export/perris-2016.csv,2016,"2016, 2015, 2014, 2013",Riverside,https://transparentcalifornia.com/salaries/2016/perris/summary/,,,,,,,,
Petaluma,https://transcal.s3.amazonaws.com/public/export/petaluma-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Sonoma,https://transparentcalifornia.com/salaries/2016/petaluma/summary/,,,,,,,,
Pico Rivera,https://transcal.s3.amazonaws.com/public/export/pico rivera-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/pico-rivera/summary/,,,,,,,,
Piedmont,https://transcal.s3.amazonaws.com/public/export/piedmont-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/piedmont/summary/,,,,,,,,
Pinole,https://transcal.s3.amazonaws.com/public/export/pinole-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/pinole/summary/,,,,,,,,
Pismo Beach,https://transcal.s3.amazonaws.com/public/export/pismo beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Luis Obispo,https://transparentcalifornia.com/salaries/2016/pismo-beach/summary/,,,,,,,,
Pittsburg,https://transcal.s3.amazonaws.com/public/export/pittsburg-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/pittsburg/summary/,,,,,,,,
Placentia,https://transcal.s3.amazonaws.com/public/export/placentia-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/placentia/summary/,,,,,,,,
Placerville,https://transcal.s3.amazonaws.com/public/export/placerville-2016.csv,2016,"2016, 2015",El Dorado,https://transparentcalifornia.com/salaries/2016/placerville/summary/,,,,,,,,
Pleasant Hill,https://transcal.s3.amazonaws.com/public/export/pleasant hill-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/pleasant-hill/summary/,,,,,,,,
Pleasanton,https://transcal.s3.amazonaws.com/public/export/pleasanton-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/pleasanton/summary/,,,,,,,,
Plymouth,https://transcal.s3.amazonaws.com/public/export/plymouth-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Amador,https://transparentcalifornia.com/salaries/2016/plymouth/summary/,,,,,,,,
Point Arena,https://transcal.s3.amazonaws.com/public/export/point arena-2016.csv,2016,"2016, 2014, 2013",Mendocino,https://transparentcalifornia.com/salaries/2016/point-arena/summary/,,,,,,,,
Pomona,https://transcal.s3.amazonaws.com/public/export/pomona-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/pomona/summary/,,,,,,,,
Porterville,https://transcal.s3.amazonaws.com/public/export/porterville-2016.csv,2016,"2016, 2015, 2014, 2011",Tulare,https://transparentcalifornia.com/salaries/2016/porterville/summary/,,,,,,,,
Port Hueneme,https://transcal.s3.amazonaws.com/public/export/port hueneme-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Ventura,https://transparentcalifornia.com/salaries/2016/port-hueneme/summary/,,,,,,,,
Portola,https://transcal.s3.amazonaws.com/public/export/portola-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Plumas,https://transparentcalifornia.com/salaries/2016/portola/summary/,,,,,,,,
Portola Valley,https://transcal.s3.amazonaws.com/public/export/portola valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/portola-valley/summary/,,,,,,,,
Poway,https://transcal.s3.amazonaws.com/public/export/poway-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/poway/summary/,,,,,,,,
Rancho Cordova,https://transcal.s3.amazonaws.com/public/export/rancho cordova-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sacramento,https://transparentcalifornia.com/salaries/2016/rancho-cordova/summary/,,,,,,,,
Rancho Cucamonga,https://transcal.s3.amazonaws.com/public/export/rancho cucamonga-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/rancho-cucamonga/summary/,,,,,,,,
Rancho Mirage,https://transcal.s3.amazonaws.com/public/export/rancho mirage-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/rancho-mirage/summary/,,,,,,,,
Rancho Palos Verdes,https://transcal.s3.amazonaws.com/public/export/rancho palos verdes-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/rancho-palos-verdes/summary/,,,,,,,,
Rancho Santa Margarita,https://transcal.s3.amazonaws.com/public/export/rancho santa margarita-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/rancho-santa-margarita/summary/,,,,,,,,
Red Bluff,https://transcal.s3.amazonaws.com/public/export/red bluff-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Tehama,https://transparentcalifornia.com/salaries/2016/red-bluff/summary/,,,,,,,,
Redding,https://transcal.s3.amazonaws.com/public/export/redding-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Shasta,https://transparentcalifornia.com/salaries/2016/redding/summary/,,,,,,,,
Redlands,https://transcal.s3.amazonaws.com/public/export/redlands-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/redlands/summary/,,,,,,,,
Redondo Beach,https://transcal.s3.amazonaws.com/public/export/redondo beach-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/redondo-beach/summary/,,,,,,,,
Redwood City,https://transcal.s3.amazonaws.com/public/export/redwood city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/redwood-city/summary/,,,,,,,,
Reedley,https://transcal.s3.amazonaws.com/public/export/reedley-2016.csv,2016,"2016, 2015, 2014",Fresno,https://transparentcalifornia.com/salaries/2016/reedley/summary/,,,,,,,,
Rialto,https://transcal.s3.amazonaws.com/public/export/rialto-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/rialto/summary/,,,,,,,,
Richmond,https://transcal.s3.amazonaws.com/public/export/richmond-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/richmond/summary/,,,,,,,,
Ridgecrest,https://transcal.s3.amazonaws.com/public/export/ridgecrest-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Kern,https://transparentcalifornia.com/salaries/2016/ridgecrest/summary/,,,,,,,,
Rio Dell,https://transcal.s3.amazonaws.com/public/export/rio dell-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Humboldt,https://transparentcalifornia.com/salaries/2016/rio-dell/summary/,,,,,,,,
Rio Vista,https://transcal.s3.amazonaws.com/public/export/rio vista-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Solano,https://transparentcalifornia.com/salaries/2016/rio-vista/summary/,,,,,,,,
Ripon,https://transcal.s3.amazonaws.com/public/export/ripon-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Joaquin,https://transparentcalifornia.com/salaries/2016/ripon/summary/,,,,,,,,
Riverbank,https://transcal.s3.amazonaws.com/public/export/riverbank-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Stanislaus,https://transparentcalifornia.com/salaries/2016/riverbank/summary/,,,,,,,,
Riverside,https://transcal.s3.amazonaws.com/public/export/riverside-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Riverside,https://transparentcalifornia.com/salaries/2016/riverside/summary/,,,,,,,,
Rocklin,https://transcal.s3.amazonaws.com/public/export/rocklin-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Placer,https://transparentcalifornia.com/salaries/2016/rocklin/summary/,,,,,,,,
Rohnert Park,https://transcal.s3.amazonaws.com/public/export/rohnert park-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sonoma,https://transparentcalifornia.com/salaries/2016/rohnert-park/summary/,,,,,,,,
Rolling Hills,https://transcal.s3.amazonaws.com/public/export/rolling hills-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/rolling-hills/summary/,,,,,,,,
Rolling Hills Estates,https://transcal.s3.amazonaws.com/public/export/rolling hills estates-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/rolling-hills-estates/summary/,,,,,,,,
Rosemead,https://transcal.s3.amazonaws.com/public/export/rosemead-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/rosemead/summary/,,,,,,,,
Roseville,https://transcal.s3.amazonaws.com/public/export/roseville-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Placer,https://transparentcalifornia.com/salaries/2016/roseville/summary/,,,,,,,,
Ross,https://transcal.s3.amazonaws.com/public/export/ross-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/ross/summary/,,,,,,,,
Sacramento,https://transcal.s3.amazonaws.com/public/export/sacramento-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Sacramento,https://transparentcalifornia.com/salaries/2016/sacramento/summary/,,,,,,,,
Salinas,https://transcal.s3.amazonaws.com/public/export/salinas-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/salinas/summary/,,,,,,,,
San Anselmo,https://transcal.s3.amazonaws.com/public/export/san anselmo-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/san-anselmo/summary/,,,,,,,,
San Bernardino,https://transcal.s3.amazonaws.com/public/export/san bernardino-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Bernardino,https://transparentcalifornia.com/salaries/2016/san-bernardino/summary/,,,,,,,,
San Bruno,https://transcal.s3.amazonaws.com/public/export/san bruno-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/san-bruno/summary/,,,,,,,,
San Carlos,https://transcal.s3.amazonaws.com/public/export/san carlos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/san-carlos/summary/,,,,,,,,
San Clemente,https://transcal.s3.amazonaws.com/public/export/san clemente-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/san-clemente/summary/,,,,,,,,
Sand City,https://transcal.s3.amazonaws.com/public/export/sand city-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Monterey,https://transparentcalifornia.com/salaries/2016/sand-city/summary/,,,,,,,,
San Diego,https://transcal.s3.amazonaws.com/public/export/san diego-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/san-diego/summary/,,,,,,,,
San Dimas,https://transcal.s3.amazonaws.com/public/export/san dimas-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/san-dimas/summary/,,,,,,,,
San Fernando,https://transcal.s3.amazonaws.com/public/export/san fernando-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/san-fernando/summary/,,,,,,,,
San Gabriel,https://transcal.s3.amazonaws.com/public/export/san gabriel-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/san-gabriel/summary/,,,,,,,,
Sanger,https://transcal.s3.amazonaws.com/public/export/sanger-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Fresno,https://transparentcalifornia.com/salaries/2016/sanger/summary/,,,,,,,,
San Jacinto,https://transcal.s3.amazonaws.com/public/export/san jacinto-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Riverside,https://transparentcalifornia.com/salaries/2016/san-jacinto/summary/,,,,,,,,
San Joaquin,https://transcal.s3.amazonaws.com/public/export/san joaquin-2016.csv,2016,"2016, 2015",Fresno,https://transparentcalifornia.com/salaries/2016/san-joaquin/summary/,,,,,,,,
San Jose,https://transcal.s3.amazonaws.com/public/export/san jose-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/san-jose/summary/,,,,,,,,
San Juan Bautista,https://transcal.s3.amazonaws.com/public/export/san juan bautista-2016.csv,2016,"2016, 2014, 2013, 2012, 2011",San Benito,https://transparentcalifornia.com/salaries/2016/san-juan-bautista/summary/,,,,,,,,
San Juan Capistrano,https://transcal.s3.amazonaws.com/public/export/san juan capistrano-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/san-juan-capistrano/summary/,,,,,,,,
San Leandro,https://transcal.s3.amazonaws.com/public/export/san leandro-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Alameda,https://transparentcalifornia.com/salaries/2016/san-leandro/summary/,,,,,,,,
San Luis Obispo,https://transcal.s3.amazonaws.com/public/export/san luis obispo-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",San Luis Obispo,https://transparentcalifornia.com/salaries/2016/san-luis-obispo/summary/,,,,,,,,
San Marcos,https://transcal.s3.amazonaws.com/public/export/san marcos-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/san-marcos/summary/,,,,,,,,
San Marino,https://transcal.s3.amazonaws.com/public/export/san marino-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/san-marino/summary/,,,,,,,,
San Mateo,https://transcal.s3.amazonaws.com/public/export/san mateo-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Mateo,https://transparentcalifornia.com/salaries/2016/san-mateo/summary/,,,,,,,,
San Pablo,https://transcal.s3.amazonaws.com/public/export/san pablo-2016.csv,2016,"2016, 2015, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/san-pablo/summary/,,,,,,,,
San Rafael,https://transcal.s3.amazonaws.com/public/export/san rafael-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/san-rafael/summary/,,,,,,,,
San Ramon,https://transcal.s3.amazonaws.com/public/export/san ramon-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Contra Costa,https://transparentcalifornia.com/salaries/2016/san-ramon/summary/,,,,,,,,
Santa Ana,https://transcal.s3.amazonaws.com/public/export/santa ana-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Orange,https://transparentcalifornia.com/salaries/2016/santa-ana/summary/,,,,,,,,
Santa Barbara,https://transcal.s3.amazonaws.com/public/export/santa barbara-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Barbara,https://transparentcalifornia.com/salaries/2016/santa-barbara/summary/,,,,,,,,
Santa Clara,https://transcal.s3.amazonaws.com/public/export/santa clara-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/santa-clara/summary/,,,,,,,,
Santa Clarita,https://transcal.s3.amazonaws.com/public/export/santa clarita-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/santa-clarita/summary/,,,,,,,,
Santa Cruz,https://transcal.s3.amazonaws.com/public/export/santa cruz-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Cruz,https://transparentcalifornia.com/salaries/2016/santa-cruz/summary/,,,,,,,,
Santa Fe Springs,https://transcal.s3.amazonaws.com/public/export/santa fe springs-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Los Angeles,https://transparentcalifornia.com/salaries/2016/santa-fe-springs/summary/,,,,,,,,
Santa Maria,https://transcal.s3.amazonaws.com/public/export/santa maria-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Barbara,https://transparentcalifornia.com/salaries/2016/santa-maria/summary/,,,,,,,,
Santa Monica,https://transcal.s3.amazonaws.com/public/export/santa monica-2016.csv,2016,"2016, 2015, 2014, 2013, 2012",Los Angeles,https://transparentcalifornia.com/salaries/2016/santa-monica/summary/,,,,,,,,
Santa Paula,https://transcal.s3.amazonaws.com/public/export/santa paula-2016.csv,2016,"2016, 2014, 2013, 2012, 2011",Ventura,https://transparentcalifornia.com/salaries/2016/santa-paula/summary/,,,,,,,,
Santa Rosa,https://transcal.s3.amazonaws.com/public/export/santa rosa-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Sonoma,https://transparentcalifornia.com/salaries/2016/santa-rosa/summary/,,,,,,,,
Santee,https://transcal.s3.amazonaws.com/public/export/santee-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",San Diego,https://transparentcalifornia.com/salaries/2016/santee/summary/,,,,,,,,
Saratoga,https://transcal.s3.amazonaws.com/public/export/saratoga-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Clara,https://transparentcalifornia.com/salaries/2016/saratoga/summary/,,,,,,,,
Sausalito,https://transcal.s3.amazonaws.com/public/export/sausalito-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Marin,https://transparentcalifornia.com/salaries/2016/sausalito/summary/,,,,,,,,
Scotts Valley,https://transcal.s3.amazonaws.com/public/export/scotts valley-2016.csv,2016,"2016, 2015, 2014, 2013, 2012, 2011",Santa Cruz,https://transparentcalifornia.com/salaries/2016/scotts-valley/summary/,,,,,,,,
